id,brand,model,year,price
3761,Citroën,C5 Aircross,2013,5000
3762,Ford,Fiesta,2020,17816
3763,Jeep,Compass,2021,25450
3764,Land Rover,Range Rover,2010,5000
3765,Volkswagen,Passat,2019,11522
3766,Mitsubishi,Outlander,2016,7552
3767,Land Rover,LR4,2018,32193
3768,Jeep,Renegade,2023,25237
3769,Kia,Soul,2013,5000
3770,Jeep,Commander,2010,5000
3771,Mazda,CX-9,2017,10799
3772,Kia,Sorento,2018,9124
3773,Hyundai,Veloster,2021,14585
3774,BMW,320i,2021,37135
3775,Toyota,RAV4,2024,21294
3776,Chevrolet,Traverse,2020,14639
3777,Toyota,Corolla,2024,23045
3778,Nissan,Maxima,2013,5000
3779,Mercedes-Benz,S-Class,2010,5000
3780,Mazda,Mazda2,2017,10891
3781,Kia,Forte,2010,5000
3782,Land Rover,Velar,2011,5000
3783,Citroën,SpaceTourer,2012,5000
3784,Jeep,Compass,2020,21721
3785,Lexus,NX,2019,25021
3786,Mazda,Mazda2,2011,5000
3787,Nissan,Maxima,2024,17458
3788,Lexus,GS,2015,12653
3789,Mitsubishi,L200,2014,5000
3790,Volkswagen,ID.4,2016,6702
3791,Lexus,GX,2018,21213
3792,Mercedes-Benz,GLC,2022,37706
3793,Land Rover,Range Rover,2021,51856
3794,Mazda,CX-30,2018,12364
3795,Hyundai,Veloster,2019,12071
3796,Dodge,Charger,2014,6094
3797,Mazda,CX-30,2016,9101
3798,Toyota,Prius,2018,14105
3799,Audi,A6,2020,30928
3800,Honda,Ridgeline,2015,6313
3801,Subaru,Impreza,2019,15180
3802,Renault,Kwid,2024,18159
3803,Kia,Stinger,2022,15783
3804,Infiniti,G35,2018,22247
3805,Subaru,Crosstrek,2011,5000
3806,Honda,Civic,2011,5000
3807,Volkswagen,Atlas,2010,5000
3808,Audi,Q3,2015,12146
3809,Acura,MDX,2017,17251
3810,Acura,RLX,2016,13907
3811,Dodge,Durango,2012,5000
3812,Citroën,DS4,2012,5000
3813,Kia,Sportage,2021,12878
3814,Chevrolet,Tahoe,2024,22076
3815,Mitsubishi,3000GT,2019,10970
3816,Lexus,LS,2014,8496
3817,Honda,Odyssey,2023,19364
3818,Hyundai,Ioniq,2023,15339
3819,Jeep,Cherokee,2024,26708
3820,Honda,Fit,2022,22504
3821,Audi,A4,2018,21784
3822,Peugeot,208,2014,5000
3823,Land Rover,Velar,2015,18731
3824,Mitsubishi,Lancer,2018,9970
3825,Volvo,S90,2015,11898
3826,Jeep,Gladiator,2014,6210
3827,Renault,Captur,2016,5990
3828,Lexus,LX,2011,5000
3829,Renault,Fluence,2014,5000
3830,Subaru,WRX,2010,5000
3831,Renault,Oroch,2017,7838
3832,Ford,Fusion,2014,5000
3833,Audi,R8,2019,24705
3834,Acura,Legend,2010,5000
3835,Honda,Insight,2010,5000
3836,Fiat,Mobi,2013,5000
3837,Kia,Seltos,2015,5000
3838,Toyota,Camry,2011,5000
3839,BMW,Z4,2022,37434
3840,Audi,A3,2021,38977
3841,Citroën,C-Elysee,2016,5858
3842,BMW,320i,2023,43762
3843,Citroën,DS3,2022,12909
3844,Mazda,CX-9,2012,5000
3845,Renault,Sandero,2015,5000
3846,BMW,X5,2016,16608
3847,Citroën,C4 Cactus,2022,15339
3848,Volvo,XC90,2021,34020
3849,Nissan,Titan,2018,11516
3850,Hyundai,Kona,2017,7607
3851,Mitsubishi,Lancer,2017,10596
3852,Audi,Q7,2013,6356
3853,Mitsubishi,Mirage,2021,17265
3854,Land Rover,Range Rover,2023,47498
3855,Volkswagen,Passat,2014,5000
3856,Nissan,Pathfinder,2019,13176
3857,Mercedes-Benz,GLA,2011,5000
3858,Hyundai,Ioniq,2021,13967
3859,Lexus,GX,2011,5000
3860,Volkswagen,Polo,2021,17378
3861,Mitsubishi,Eclipse Cross,2023,18630
3862,Mitsubishi,Galant,2012,5000
3863,Peugeot,3008,2022,12205
3864,Renault,Duster,2024,17336
3865,Volkswagen,Taos,2014,5000
3866,Infiniti,Q50,2017,19852
3867,Mazda,Mazda3,2016,9025
3868,Toyota,Prius,2017,11976
3869,Jeep,Liberty,2012,5000
3870,Honda,Insight,2012,5000
3871,Mitsubishi,Mirage,2019,13555
3872,Mercedes-Benz,S-Class,2018,24424
3873,Infiniti,Q60,2020,28756
3874,Volkswagen,Passat,2021,15512
3875,Lexus,NX,2010,5000
3876,Lexus,RC,2014,8805
3877,Kia,Rio,2024,15351
3878,Renault,Sandero,2022,13554
3879,BMW,330i,2012,5000
3880,Citroën,Jumpy,2022,12606
3881,Hyundai,Kona,2019,11386
3882,Jeep,Renegade,2016,10281
3883,BMW,740i,2021,37700
3884,Honda,Insight,2020,15965
3885,Volvo,XC60,2017,16114
3886,Infiniti,QX60,2018,23444
3887,Audi,Q8,2018,22894
3888,Land Rover,Range Rover,2010,5000
3889,Peugeot,Expert,2012,5000
3890,Lexus,ES,2014,9373
3891,Ford,Expedition,2018,11489
3892,Audi,R8,2020,33732
3893,BMW,X3,2022,39003
3894,Lexus,ES,2012,5000
3895,Honda,Pilot,2022,18640
3896,Jeep,Wrangler,2010,5000
3897,Honda,Fit,2012,5000
3898,BMW,740i,2012,5000
3899,Land Rover,Range Rover Sport,2010,5000
3900,Citroën,Berlingo,2014,5000
3901,Audi,Q5,2014,10424
3902,Mazda,CX-30,2016,8976
3903,BMW,530i,2015,11262
3904,Ford,Expedition,2014,5000
3905,Honda,Fit,2024,20940
3906,Mercedes-Benz,A-Class,2016,19738
3907,Chevrolet,Blazer,2017,8265
3908,Volkswagen,Taos,2016,6773
3909,Lexus,GS,2019,27764
3910,Renault,Clio,2016,6239
3911,Subaru,Impreza,2018,12428
3912,Volkswagen,ID.4,2010,5000
3913,Citroën,DS3,2023,13109
3914,Mitsubishi,Montero,2015,6184
3915,Volvo,XC90,2022,33071
3916,Mitsubishi,ASX,2024,18812
3917,Dodge,Nitro,2012,5000
3918,Honda,Insight,2012,5000
3919,Acura,MDX,2019,21075
3920,Infiniti,Q60,2019,22684
3921,Ford,Expedition,2012,5000
3922,Chevrolet,Silverado,2014,5000
3923,Acura,Integra,2020,23436
3924,BMW,X3,2013,5629
3925,Volkswagen,Tiguan,2013,5000
3926,Nissan,Frontier,2012,5000
3927,Kia,Carnival,2010,5000
3928,Kia,Forte,2020,11249
3929,Honda,Passport,2012,5000
3930,BMW,740i,2024,45634
3931,Renault,Oroch,2020,12269
3932,Land Rover,Discovery Sport,2016,22614
3933,Hyundai,Santa Fe,2017,9437
3934,Honda,Fit,2013,5000
3935,BMW,X5,2017,21963
3936,Audi,TT,2013,5000
3937,Hyundai,Veloster,2015,5000
3938,Hyundai,Kona,2019,10474
3939,Audi,Q8,2019,28621
3940,Chevrolet,Blazer,2017,9721
3941,Peugeot,308,2020,10783
3942,Infiniti,G37,2023,36951
3943,Chevrolet,Tahoe,2010,5000
3944,BMW,M3,2014,8548
3945,Nissan,Rogue,2024,20596
3946,Citroën,SpaceTourer,2017,7938
3947,Audi,Q8,2016,15774
3948,Nissan,Altima,2021,13524
3949,Mercedes-Benz,C-Class,2023,48783
3950,Fiat,Uno,2011,5000
3951,Volvo,V40,2017,16289
3952,Mitsubishi,3000GT,2011,5000
3953,Toyota,Camry,2018,13743
3954,Mercedes-Benz,S-Class,2011,5000
3955,Mitsubishi,Galant,2013,5000
3956,Chevrolet,Tahoe,2010,5000
3957,Renault,Koleos,2020,12319
3958,Acura,RSX,2010,5000
3959,Kia,Optima,2023,14444
3960,Toyota,Hilux,2017,12071
3961,Fiat,Palio,2017,6527
3962,Mitsubishi,Lancer,2019,11498
3963,Hyundai,Accent,2012,5000
3964,Peugeot,208,2010,5000
3965,Nissan,Pathfinder,2012,5000
3966,Dodge,Durango,2014,6312
3967,Jeep,Compass,2020,19042
3968,Peugeot,Partner,2013,5000
3969,Subaru,Ascent,2023,21318
3970,Renault,Clio,2012,5000
3971,BMW,Z4,2016,13979
3972,Citroën,Berlingo,2016,5306
3973,Jeep,Commander,2023,31453
3974,Audi,A8,2017,22916
3975,Nissan,Versa,2014,5000
3976,Mazda,CX-9,2016,7377
3977,Infiniti,QX60,2019,23055
3978,Honda,Fit,2016,9524
3979,Ford,Mustang,2011,5000
3980,Nissan,Kicks,2018,10334
3981,BMW,X5,2021,31239
3982,Peugeot,208,2013,5000
3983,Peugeot,3008,2024,15486
3984,Land Rover,Freelander,2024,59020
3985,Mazda,Mazda3,2012,5000
3986,Hyundai,Veloster,2011,5000
3987,Lexus,LX,2013,5409
3988,Peugeot,Expert,2021,11016
3989,Subaru,Tribeca,2018,12976
3990,Citroën,C-Elysee,2014,5000
3991,Lexus,ES,2017,19600
3992,Honda,Fit,2019,15783
3993,Jeep,Wrangler,2023,23931
3994,Fiat,Uno,2014,5000
3995,Hyundai,Sonata,2021,14836
3996,Audi,A4,2015,14214
3997,Toyota,Hilux,2019,13754
3998,Toyota,Corolla,2023,23180
3999,Honda,Passport,2019,12584
4000,Acura,TLX,2013,5000
4001,Hyundai,Venue,2015,5916
4002,Fiat,Palio,2018,8790
4003,Lexus,ES,2011,5000
4004,Peugeot,Boxer,2017,7876
4005,BMW,Z4,2012,5000
4006,Land Rover,Range Rover,2011,5000
4007,Toyota,Prius,2015,6579
4008,Mitsubishi,Eclipse Cross,2021,17653
4009,Citroën,Jumpy,2010,5000
4010,Mercedes-Benz,GLC,2017,21034
4011,Lexus,RC,2023,44371
4012,Fiat,Ducato,2017,5785
4013,Land Rover,Velar,2024,58411
4014,Dodge,Charger,2020,21607
4015,Volkswagen,Taos,2012,5000
4016,Volvo,S90,2013,5031
4017,Mercedes-Benz,GLA,2014,10282
4018,Acura,ILX,2023,39617
4019,Renault,Logan,2016,5756
4020,Chevrolet,Blazer,2011,5000
4021,Land Rover,Defender,2017,26793
4022,Hyundai,Ioniq,2024,20640
4023,Subaru,Impreza,2015,7202
4024,Citroën,C4 Cactus,2013,5000
4025,Toyota,4Runner,2013,5000
4026,Fiat,Strada,2024,14486
4027,BMW,X3,2014,8954
4028,Volvo,S90,2013,5127
4029,Nissan,Versa,2013,5000
4030,Jeep,Wrangler,2014,6242
4031,Subaru,Forester,2019,16894
4032,Nissan,Rogue,2021,14010
4033,Citroën,DS4,2014,5000
4034,Volkswagen,Tiguan,2021,13754
4035,Subaru,WRX,2015,7616
4036,Volvo,XC40,2020,29269
4037,Mazda,CX-9,2023,18673
4038,Peugeot,Partner,2010,5000
4039,Subaru,Impreza,2021,17153
4040,Subaru,Ascent,2018,12089
4041,Lexus,ES,2023,42794
4042,Nissan,Rogue,2014,5000
4043,Subaru,Crosstrek,2024,26297
4044,Mazda,Mazda3,2018,13102
4045,Kia,Stinger,2017,8925
4046,BMW,X3,2024,41497
4047,Volvo,S90,2019,24205
4048,Chevrolet,Silverado,2013,5000
4049,Land Rover,Discovery Sport,2012,5000
4050,Acura,RSX,2019,20433
4051,Lexus,UX,2024,38918
4052,Honda,Insight,2014,5000
4053,Chevrolet,Cruze,2012,5000
4054,Subaru,Legacy,2019,15800
4055,Volkswagen,ID.4,2020,12877
4056,Fiat,Ducato,2021,10616
4057,Hyundai,Santa Fe,2011,5000
4058,BMW,330i,2020,29039
4059,Land Rover,Range Rover Sport,2012,5000
4060,Infiniti,Q50,2017,20007
4061,BMW,330i,2011,5000
4062,Mazda,Mazda2,2020,16520
4063,Acura,NSX,2021,25675
4064,Dodge,Durango,2024,24785
4065,Volvo,XC60,2023,31032
4066,Honda,Pilot,2024,25186
4067,Renault,Logan,2013,5000
4068,Mazda,Mazda6,2014,5000
4069,Chevrolet,Camaro,2019,11357
4070,Hyundai,Sonata,2019,12948
4071,Audi,R8,2019,25902
4072,Acura,TLX,2022,28618
4073,Toyota,Sienna,2017,10702
4074,Volkswagen,Jetta,2013,5000
4075,Subaru,Legacy,2023,22444
4076,Chevrolet,Suburban,2023,19504
4077,Land Rover,Freelander,2011,5000
4078,Subaru,Ascent,2022,22573
4079,Land Rover,Range Rover,2014,12085
4080,Acura,NSX,2017,18789
4081,Land Rover,LR4,2023,48282
4082,Volvo,XC60,2010,5000
4083,Hyundai,Kona,2017,9171
4084,Jeep,Compass,2017,15024
4085,Honda,Ridgeline,2020,16559
4086,Citroën,Berlingo,2011,5000
4087,Renault,Duster,2020,10538
4088,Renault,Megane,2023,15704
4089,Peugeot,Expert,2015,5000
4090,Nissan,Pathfinder,2023,19822
4091,BMW,X7,2014,9761
4092,Ford,Focus,2010,5000
4093,Lexus,UX,2016,16367
4094,Audi,A6,2012,5000
4095,Chevrolet,Cruze,2010,5000
4096,Chevrolet,Suburban,2024,24523
4097,Audi,TT,2018,24528
4098,Chevrolet,Camaro,2018,10356
4099,Ford,Mustang,2015,5622
4100,Honda,Accord,2018,11868
4101,Lexus,GX,2023,33466
4102,Chevrolet,Blazer,2018,11503
4103,Mitsubishi,L200,2023,21750
4104,Kia,Soul,2019,9422
4105,Ford,F-150,2010,5000
4106,Volvo,C40,2010,5000
4107,Hyundai,Kona,2022,14893
4108,Subaru,Ascent,2020,15031
4109,Peugeot,308,2016,7032
4110,Renault,Koleos,2016,5289
4111,Acura,Legend,2011,5000
4112,Toyota,Yaris,2023,25988
4113,BMW,X3,2016,14211
4114,Dodge,Durango,2011,5000
4115,Ford,Escape,2015,7061
4116,Renault,Captur,2023,15850
4117,Nissan,Sentra,2016,8243
4118,Lexus,UX,2020,31851
4119,Volkswagen,Polo,2024,22803
4120,Volkswagen,ID.4,2010,5000
4121,Ford,Focus,2010,5000
4122,Jeep,Gladiator,2012,5000
4123,Dodge,Durango,2014,5572
4124,BMW,530i,2019,24583
4125,Honda,Odyssey,2010,5000
4126,Subaru,Crosstrek,2022,20673
4127,Mitsubishi,Mirage,2024,23712
4128,Hyundai,Palisade,2021,12626
4129,Hyundai,Santa Fe,2018,10976
4130,Mercedes-Benz,CLA,2013,5196
4131,BMW,320i,2014,8189
4132,Acura,Legend,2012,5000
4133,Ford,Fiesta,2021,18846
4134,Citroën,DS4,2020,12802
4135,Subaru,Impreza,2023,22723
4136,Volkswagen,Atlas,2010,5000
4137,Jeep,Patriot,2023,23740
4138,Toyota,Yaris,2023,21342
4139,Ford,Fiesta,2018,11340
4140,Nissan,Maxima,2024,21059
4141,Peugeot,508,2017,6683
4142,Infiniti,G37,2023,42247
4143,Fiat,Punto,2015,5000
4144,Lexus,LX,2018,22415
4145,Jeep,Cherokee,2011,5000
4146,Audi,A4,2011,5000
4147,Nissan,Altima,2017,7803
4148,Kia,Carnival,2010,5000
4149,Mitsubishi,Eclipse Cross,2015,5389
4150,Lexus,ES,2016,16657
4151,Hyundai,Accent,2018,9031
4152,Nissan,Maxima,2017,8350
4153,Lexus,NX,2017,20106
4154,Citroën,C5 Aircross,2012,5000
4155,Land Rover,Velar,2015,16158
4156,Ford,Focus,2019,11881
4157,Acura,TSX,2016,15187
4158,Volkswagen,Taos,2019,11275
4159,Mercedes-Benz,CLA,2021,40363
4160,Volkswagen,Arteon,2016,7662
4161,Land Rover,Range Rover,2011,5000
4162,Hyundai,Santa Fe,2023,15924
4163,Fiat,Toro,2024,14397
4164,Citroën,C4,2024,14071
4165,Citroën,DS4,2016,5786
4166,Citroën,DS4,2024,14340
4167,Lexus,UX,2014,8593
4168,Mercedes-Benz,E-Class,2022,43173
4169,Volkswagen,Beetle,2024,19493
4170,Volkswagen,Jetta,2014,5000
4171,Mazda,Mazda3,2021,18218
4172,Hyundai,Kona,2013,5000
4173,Dodge,Journey,2012,5000
4174,Hyundai,Venue,2020,14362
4175,BMW,330i,2021,35177
4176,Toyota,4Runner,2019,15780
4177,Kia,Rio,2010,5000
4178,Volvo,C40,2024,41224
4179,Renault,Duster,2011,5000
4180,Acura,ILX,2017,19222
4181,Audi,Q7,2022,34015
4182,Subaru,Impreza,2023,26925
4183,Lexus,ES,2017,19891
4184,Kia,Optima,2022,13508
4185,Volvo,XC90,2017,18251
4186,Jeep,Patriot,2018,14276
4187,Mercedes-Benz,C-Class,2020,31175
4188,Renault,Captur,2024,15061
4189,Jeep,Liberty,2010,5000
4190,Mercedes-Benz,E-Class,2024,49837
4191,Mitsubishi,3000GT,2013,5000
4192,Volvo,V90,2020,26698
4193,Ford,Ranger,2011,5000
4194,BMW,740i,2024,38649
4195,Honda,Pilot,2022,20123
4196,Ford,Focus,2024,21190
4197,Fiat,Ducato,2017,5892
4198,Citroën,Jumpy,2022,15714
4199,Volvo,XC90,2019,25761
4200,Peugeot,Boxer,2013,5000
4201,Peugeot,Boxer,2023,14973
4202,Kia,Carnival,2023,18976
4203,Lexus,ES,2010,5000
4204,Audi,A6,2022,34158
4205,Subaru,Legacy,2021,19449
4206,Jeep,Liberty,2021,23540
4207,Volkswagen,ID.4,2020,13631
4208,Honda,Accord,2015,6037
4209,Dodge,Durango,2024,29480
4210,Mercedes-Benz,AMG GT,2017,24359
4211,Infiniti,QX50,2019,25227
4212,Land Rover,LR4,2012,5000
4213,Lexus,LS,2018,19677
4214,Kia,Soul,2018,8560
4215,BMW,530i,2017,21795
4216,Audi,A4,2019,29917
4217,Citroën,C4 Cactus,2013,5000
4218,Renault,Oroch,2023,13132
4219,Mazda,Mazda3,2011,5000
4220,Lexus,LX,2011,5000
4221,Audi,R8,2020,28127
4222,Jeep,Compass,2011,5000
4223,Fiat,Strada,2024,13810
4224,Hyundai,Accent,2021,13295
4225,Volvo,V90,2014,6906
4226,Hyundai,Tucson,2016,7002
4227,Mercedes-Benz,S-Class,2015,15299
4228,Fiat,Ducato,2021,9992
4229,Mazda,Mazda2,2010,5000
4230,Renault,Megane,2012,5000
4231,Subaru,Legacy,2012,5000
4232,Citroën,DS3,2011,5000
4233,Subaru,Ascent,2020,16646
4234,Kia,Soul,2020,10886
4235,Lexus,GX,2011,5000
4236,Fiat,Strada,2012,5000
4237,Volvo,V40,2014,6885
4238,Subaru,Tribeca,2023,22639
4239,Hyundai,Kona,2016,7480
4240,Fiat,Ducato,2014,5000
4241,Ford,Mustang,2023,24228
4242,Mitsubishi,L200,2022,15781
4243,Toyota,Tacoma,2023,25756
4244,Kia,Sorento,2019,11795
4245,Hyundai,Accent,2022,15361
4246,Nissan,Kicks,2022,14815
4247,Subaru,Tribeca,2014,5956
4248,Toyota,Yaris,2022,23427
4249,Acura,RLX,2021,24699
4250,Toyota,Sienna,2010,5000
4251,Mazda,Mazda2,2019,14524
4252,Kia,Soul,2021,12221
4253,Subaru,XV,2010,5000
4254,Chevrolet,Blazer,2018,11426
4255,Mercedes-Benz,C-Class,2016,16249
4256,Dodge,Grand Caravan,2014,6282
4257,Jeep,Patriot,2010,5000
4258,Citroën,C4 Cactus,2011,5000
4259,Ford,Mustang,2012,5000
4260,Toyota,Yaris,2022,21499
4261,Peugeot,408,2013,5000
4262,Volvo,V90,2014,6672
4263,Land Rover,Evoque,2017,24690
4264,Infiniti,M35,2012,5000
4265,Mazda,CX-5,2012,5000
4266,Fiat,Toro,2010,5000
4267,Ford,Fusion,2019,14474
4268,Volvo,C40,2023,32404
4269,Fiat,Toro,2012,5000
4270,Toyota,Sienna,2019,17115
4271,Mitsubishi,Lancer,2011,5000
4272,BMW,X3,2016,18465
4273,Subaru,WRX,2018,12578
4274,Land Rover,Range Rover,2012,5000
4275,Kia,Rio,2011,5000
4276,Dodge,Journey,2013,5000
4277,Mercedes-Benz,E-Class,2024,54277
4278,Mitsubishi,ASX,2020,12159
4279,Honda,HR-V,2017,10870
4280,Volkswagen,Beetle,2011,5000
4281,Jeep,Compass,2013,5000
4282,Citroën,C-Elysee,2010,5000
4283,Hyundai,Kona,2018,8482
4284,Lexus,IS,2016,16001
4285,Mazda,CX-9,2013,5000
4286,Citroën,C3,2022,14389
4287,Lexus,GS,2024,42069
4288,Dodge,Grand Caravan,2014,5941
4289,Renault,Koleos,2024,18029
4290,Acura,RSX,2020,27133
4291,Peugeot,2008,2012,5000
4292,Renault,Koleos,2024,18273
4293,Chevrolet,Silverado,2010,5000
4294,Kia,Forte,2023,14885
4295,Jeep,Liberty,2017,14508
4296,Citroën,Jumpy,2022,12896
4297,Mazda,RX-8,2024,24487
4298,Citroën,C4,2010,5000
4299,Acura,MDX,2023,35428
4300,Volvo,V60,2020,26716
4301,Lexus,ES,2020,28467
4302,BMW,530i,2017,17720
4303,Land Rover,Range Rover Sport,2020,43963
4304,Mercedes-Benz,C-Class,2015,15654
4305,Lexus,GS,2023,42310
4306,Lexus,RX,2012,5000
4307,Renault,Logan,2021,10472
4308,Jeep,Patriot,2019,19254
4309,Mazda,CX-30,2022,16776
4310,Acura,Legend,2014,7287
4311,Mercedes-Benz,GLC,2011,5000
4312,BMW,M3,2014,8767
4313,Renault,Kwid,2010,5000
4314,Infiniti,G37,2011,5000
4315,Toyota,Hilux,2010,5000
4316,Dodge,Durango,2010,5000
4317,Citroën,C4,2010,5000
4318,Dodge,Durango,2016,10747
4319,Chevrolet,Equinox,2018,11194
4320,Toyota,Yaris,2014,5486
4321,Audi,Q7,2017,23374
4322,Honda,Insight,2015,6139
4323,Land Rover,Defender,2021,44744
4324,Kia,Telluride,2022,13144
4325,BMW,X7,2011,5000
4326,Honda,Odyssey,2013,5000
4327,Acura,RLX,2016,12512
4328,Ford,Ranger,2016,8231
4329,Lexus,GS,2012,5000
4330,Volvo,S40,2015,10708
4331,Jeep,Compass,2015,8304
4332,Nissan,Rogue,2014,5000
4333,BMW,530i,2019,25688
4334,Acura,RSX,2018,22266
4335,Mitsubishi,Mirage,2014,5000
4336,Kia,Seltos,2010,5000
4337,Hyundai,Tucson,2021,15328
4338,Kia,Soul,2012,5000
4339,Toyota,Avalon,2021,19498
4340,Jeep,Grand Cherokee,2017,12278
4341,Audi,A4,2018,20965
4342,Fiat,Strada,2013,5000
4343,Honda,Pilot,2016,8298
4344,Land Rover,Freelander,2022,53963
4345,Lexus,RC,2016,15013
4346,Mitsubishi,Pajero,2012,5000
4347,Mazda,CX-50,2023,21444
4348,Jeep,Cherokee,2024,26179
4349,Kia,Soul,2013,5000
4350,Mitsubishi,ASX,2019,13472
4351,Mercedes-Benz,CLA,2010,5000
4352,Fiat,Punto,2015,5000
4353,Peugeot,2008,2011,5000
4354,Peugeot,Partner,2016,6164
4355,Mercedes-Benz,E-Class,2011,5000
4356,Chevrolet,Suburban,2018,12426
4357,Hyundai,Kona,2020,11201
4358,BMW,X3,2024,44460
4359,Jeep,Renegade,2020,17806
4360,Nissan,Versa,2011,5000
4361,Subaru,Ascent,2017,10649
4362,Jeep,Liberty,2017,12937
4363,Renault,Oroch,2016,5364
4364,Volvo,XC40,2017,16925
4365,Dodge,Magnum,2015,6789
4366,Subaru,Impreza,2015,6373
4367,Jeep,Commander,2010,5000
4368,Audi,A3,2015,11966
4369,Volvo,XC60,2014,7682
4370,Peugeot,Expert,2011,5000
4371,Chevrolet,Cruze,2016,7329
4372,Volkswagen,Passat,2010,5000
4373,Jeep,Wrangler,2010,5000
4374,Chevrolet,Malibu,2014,5000
4375,Mazda,RX-8,2021,16403
4376,Nissan,Titan,2011,5000
4377,Volvo,XC90,2016,15702
4378,Infiniti,Q70,2010,5000
4379,Hyundai,Veloster,2018,10202
4380,Volvo,XC40,2020,24460
4381,Audi,Q5,2021,31297
4382,Mitsubishi,ASX,2022,15625
4383,Honda,Pilot,2021,16068
4384,Ford,F-150,2022,20478
4385,Chevrolet,Colorado,2023,21999
4386,Toyota,Tacoma,2014,5000
4387,Chevrolet,Silverado,2010,5000
4388,Volkswagen,Polo,2012,5000
4389,Lexus,ES,2017,19269
4390,Audi,Q3,2015,13553
4391,Mitsubishi,Lancer,2011,5000
4392,Land Rover,Range Rover,2012,5000
4393,Ford,Focus,2019,14034
4394,Subaru,Tribeca,2021,19324
4395,Subaru,Outback,2015,7774
4396,Kia,Seltos,2016,5971
4397,Honda,Insight,2012,5000
4398,Volvo,S40,2012,5000
4399,BMW,M3,2014,8839
4400,Jeep,Liberty,2014,5724
4401,Citroën,DS3,2021,10957
4402,Dodge,Dart,2020,19281
4403,Subaru,Legacy,2012,5000
4404,Land Rover,Velar,2016,20114
4405,Chevrolet,Tahoe,2010,5000
4406,Audi,Q3,2017,23309
4407,Hyundai,Venue,2010,5000
4408,Dodge,Ram 1500,2018,12863
4409,Volvo,V60,2011,5000
4410,Land Rover,LR4,2015,17381
4411,Infiniti,G35,2024,39839
4412,Volvo,XC90,2017,17890
4413,Lexus,RX,2024,36216
4414,Peugeot,Boxer,2022,14544
4415,Land Rover,Range Rover,2021,41791
4416,Hyundai,Elantra,2021,13452
4417,Citroën,Jumpy,2024,16880
4418,Ford,Focus,2014,5210
4419,BMW,Z4,2024,47887
4420,Renault,Duster,2022,13908
4421,Mazda,CX-30,2022,15781
4422,Infiniti,Q70,2016,16293
4423,Mercedes-Benz,GLC,2024,53621
4424,Audi,A8,2015,12132
4425,Ford,Expedition,2019,15617
4426,Dodge,Charger,2022,26412
4427,Audi,A3,2013,5140
4428,Acura,MDX,2011,5000
4429,Volkswagen,Atlas,2020,12977
4430,Subaru,BRZ,2014,5233
4431,Renault,Fluence,2016,5297
4432,Hyundai,Kona,2012,5000
4433,Infiniti,FX35,2019,23186
4434,Acura,RLX,2018,17619
4435,Ford,Ranger,2014,5000
4436,Fiat,Cronos,2020,9072
4437,Renault,Oroch,2019,8516
4438,Subaru,Outback,2024,24468
4439,Acura,TSX,2024,35933
4440,Hyundai,Accent,2023,18986
4441,Jeep,Wrangler,2013,5000
4442,Nissan,Versa,2016,8098
4443,Acura,RDX,2022,32888
4444,BMW,740i,2013,5982
4445,Audi,A6,2021,32890
4446,Peugeot,308,2023,17813
4447,Jeep,Liberty,2022,28963
4448,Toyota,RAV4,2024,21743
4449,Infiniti,Q60,2017,17711
4450,Jeep,Renegade,2019,16013
4451,Peugeot,Expert,2019,8856
4452,Peugeot,5008,2013,5000
4453,Infiniti,FX35,2023,33311
4454,Subaru,Impreza,2019,17660
4455,Subaru,WRX,2020,17151
4456,Land Rover,Velar,2018,29738
4457,Jeep,Wrangler,2024,27407
4458,Peugeot,2008,2010,5000
4459,Subaru,Ascent,2014,5000
4460,Hyundai,Tucson,2021,14368
4461,Volvo,V40,2010,5000
4462,Jeep,Compass,2022,24404
4463,Renault,Sandero,2012,5000
4464,Mazda,CX-3,2010,5000
4465,Kia,Sorento,2019,10126
4466,Jeep,Wagoneer,2017,12815
4467,Volkswagen,Jetta,2022,16714
4468,Volvo,XC90,2014,6999
4469,Mazda,CX-3,2020,14280
4470,Citroën,C3,2022,13059
4471,Fiat,Toro,2023,13838
4472,BMW,Z4,2014,8820
4473,Kia,Stinger,2019,11778
4474,Audi,Q3,2022,43632
4475,Subaru,Crosstrek,2017,11441
4476,Hyundai,Kona,2018,9882
4477,Honda,Pilot,2024,25950
4478,Dodge,Journey,2019,17022
4479,Hyundai,Sonata,2013,5000
4480,Toyota,Tacoma,2015,6217
4481,Mitsubishi,Montero,2019,10837
4482,Acura,MDX,2018,22168
4483,Kia,Forte,2015,5228
4484,Ford,Focus,2021,18281
4485,Mercedes-Benz,CLA,2023,47575
4486,Nissan,Rogue,2011,5000
4487,BMW,330i,2019,29678
4488,Kia,Soul,2016,6424
4489,Mercedes-Benz,E-Class,2017,22647
4490,Mazda,Mazda2,2024,22254
4491,Audi,A8,2018,24777
4492,Mitsubishi,Outlander,2022,17610
4493,Lexus,NX,2015,10078
4494,Lexus,UX,2016,16644
4495,Kia,Optima,2018,10206
4496,Mitsubishi,Galant,2018,10532
4497,Audi,Q7,2021,40421
4498,Hyundai,Veloster,2024,18308
4499,Mitsubishi,Outlander,2014,5000
4500,Peugeot,508,2016,6838
4501,Mercedes-Benz,A-Class,2015,12170
4502,Chevrolet,Tahoe,2017,9235
4503,Mazda,CX-9,2011,5000
4504,Peugeot,408,2015,5414
4505,Land Rover,LR2,2022,57057
